Math,Physics,Chemistry,Biology,CS,Commerce,Recommended_Stream
69,77,54,74,30,33,Commerce
67,72,37,99,60,48,Arts
30,98,50,38,86,44,Commerce
62,71,67,45,98,73,Commerce
33,54,69,33,45,65,Commerce
36,64,93,80,72,83,Arts
100,34,63,56,42,52,Arts
64,91,76,52,60,92,Commerce
85,58,83,85,82,93,Commerce
63,98,70,44,49,46,Commerce
53,46,95,90,78,82,Arts
56,69,32,37,68,33,Arts
99,74,49,36,99,49,Commerce
48,76,30,92,81,55,Arts
88,72,62,89,57,95,Commerce
83,30,69,77,42,88,Commerce
53,43,75,93,34,61,Commerce
43,76,83,45,73,45,Commerce
34,75,88,83,42,44,Commerce
38,88,84,56,47,33,Arts
53,51,35,89,82,99,Commerce
66,75,99,44,59,61,Arts
100,57,64,58,43,77,Commerce
71,72,96,89,76,40,Arts
67,43,41,88,34,99,Commerce
42,73,43,64,91,54,Commerce
69,66,63,66,77,82,Arts
97,55,89,70,80,56,Arts
36,97,58,32,55,68,Commerce
72,38,48,63,75,46,Commerce
41,79,90,97,88,37,Medical
96,59,70,75,61,78,Commerce
90,64,93,35,88,68,Arts
57,79,91,84,81,37,Arts
64,91,53,59,83,46,Commerce
96,88,34,91,90,52,Arts
98,68,81,72,91,80,Engineering
98,85,30,94,79,98,Commerce
42,49,38,61,83,47,Commerce
75,87,87,99,90,43,Medical
66,39,100,46,73,85,Arts
95,75,34,75,31,80,Commerce
71,40,35,98,56,51,Commerce
71,67,48,90,71,100,Commerce
37,96,92,48,85,60,Arts
99,47,52,46,36,48,Arts
94,67,74,90,84,99,Commerce
87,95,52,64,97,70,Arts
68,39,71,83,47,72,Commerce
73,50,60,63,42,86,Commerce
61,70,45,56,73,75,Commerce
77,52,38,69,33,69,Arts
93,76,34,72,45,45,Commerce
95,50,50,41,80,75,Commerce
76,60,67,38,59,49,Commerce
74,44,60,89,48,35,Arts
71,46,32,69,92,70,Arts
38,85,50,73,61,76,Commerce
71,43,49,54,71,65,Commerce
44,58,48,34,55,77,Commerce
64,72,91,80,74,48,Arts
61,60,53,44,52,73,Arts
39,91,91,83,32,76,Commerce
64,51,77,58,93,56,Arts
63,66,92,70,48,32,Arts
98,73,47,72,55,100,Commerce
61,79,94,39,49,63,Commerce
67,79,80,44,68,81,Commerce
60,37,64,77,45,56,Commerce
53,75,89,70,81,64,Arts
94,79,87,99,93,37,Engineering
92,94,42,61,94,56,Arts
81,44,92,39,57,41,Arts
81,34,30,44,58,90,Commerce
86,59,74,51,69,44,Commerce
82,100,59,32,69,46,Commerce
85,94,42,56,31,91,Commerce
50,38,51,49,51,73,Commerce
71,41,37,48,92,97,Commerce
94,76,77,97,83,40,Engineering
70,93,43,67,79,90,Commerce
74,40,36,95,72,96,Commerce
57,75,30,58,59,68,Arts
39,70,33,40,32,44,Arts
58,97,59,46,67,37,Commerce
45,47,46,74,78,81,Commerce
58,88,33,47,64,44,Arts
88,66,45,72,92,84,Commerce
34,35,92,76,45,53,Commerce
94,57,55,68,34,58,Arts
49,52,58,99,69,68,Arts
79,70,53,64,49,79,Commerce
52,34,48,62,90,55,Arts
82,62,73,82,59,77,Arts
48,85,74,90,74,68,Arts
43,79,67,90,87,97,Arts
59,51,39,39,87,38,Arts
71,93,57,65,64,83,Arts
97,50,63,69,94,93,Commerce
94,46,30,63,53,41,Commerce
36,81,57,55,83,49,Commerce
94,100,100,76,37,41,Engineering
75,61,48,99,80,84,Commerce
70,88,90,65,46,86,Commerce
61,54,34,71,97,60,Arts
93,100,52,93,99,42,Arts
82,40,44,63,95,47,Arts
60,95,91,46,43,87,Arts
69,71,61,46,49,33,Arts
49,74,63,74,54,86,Commerce
45,81,53,48,84,35,Arts
95,77,45,93,78,39,Arts
89,89,82,71,52,30,Engineering
96,98,36,95,37,89,Commerce
30,39,47,93,33,82,Commerce
35,41,69,44,53,58,Commerce
90,65,68,86,56,52,Commerce
52,36,58,58,83,80,Commerce
67,67,84,87,87,77,Arts
93,62,44,32,30,55,Arts
34,62,81,65,99,66,Arts
89,34,90,45,46,84,Commerce
81,32,42,84,74,99,Commerce
31,32,87,56,65,89,Commerce
88,58,43,42,80,46,Commerce
33,37,44,60,85,92,Arts
65,85,94,42,88,39,Arts
73,86,55,36,36,33,Commerce
94,84,63,75,68,98,Commerce
46,42,40,34,55,39,Commerce
88,64,45,77,77,95,Commerce
96,71,82,83,32,56,Engineering
45,74,84,45,71,82,Commerce
62,39,72,52,88,93,Commerce
37,61,88,33,67,65,Arts
100,96,37,69,68,30,Arts
58,77,59,98,55,44,Commerce
76,52,79,90,91,31,Commerce
44,57,55,71,30,82,Arts
58,69,94,39,31,70,Commerce
64,73,64,54,85,98,Commerce
89,52,75,74,70,32,Commerce
50,70,42,66,67,43,Arts
67,50,70,99,81,96,Commerce
73,91,33,90,49,81,Arts
78,70,92,31,32,79,Arts
95,59,35,40,68,61,Commerce
32,68,39,47,69,56,Commerce
50,99,72,100,71,100,Medical
86,69,91,43,73,93,Commerce
43,62,79,71,64,37,Commerce
73,37,81,97,69,85,Commerce
75,55,46,41,77,32,Arts
99,90,77,80,70,75,Engineering
74,86,79,64,65,48,Commerce
54,41,100,69,66,68,Arts
65,42,66,69,76,91,Commerce
48,89,87,63,37,63,Commerce
77,62,75,42,31,61,Commerce
93,86,64,68,33,42,Arts
46,85,50,56,36,99,Commerce
31,42,43,63,88,65,Arts
32,34,34,52,62,96,Arts
65,66,96,69,42,53,Arts
48,64,66,92,35,69,Commerce
84,36,55,95,61,39,Arts
64,32,100,95,91,63,Arts
58,33,49,99,57,91,Commerce
80,53,86,74,76,37,Commerce
60,71,57,89,91,38,Arts
94,47,54,46,81,40,Arts
37,60,38,94,82,93,Arts
96,67,41,56,45,67,Commerce
59,48,94,82,90,74,Arts
33,78,83,71,34,55,Arts
79,57,30,89,80,71,Commerce
64,32,94,81,53,38,Commerce
49,83,96,34,64,46,Arts
88,89,36,39,40,35,Arts
96,99,57,90,75,58,Engineering
36,64,90,48,100,31,Arts
75,76,96,80,82,72,Arts
36,67,51,89,83,55,Commerce
46,58,33,87,35,58,Commerce
45,59,47,33,89,37,Commerce
62,48,59,86,75,37,Commerce
66,90,54,51,42,81,Commerce
59,49,65,78,71,84,Arts
96,38,64,86,97,94,Commerce
51,49,69,93,32,86,Commerce
34,54,48,37,45,39,Commerce
31,56,55,64,73,30,Arts
64,94,68,71,71,60,Arts
57,37,55,59,99,30,Arts
87,100,79,44,56,97,Engineering
92,32,86,97,62,67,Arts
55,58,59,94,45,99,Commerce
74,87,45,75,71,80,Arts
94,87,43,50,52,39,Arts
93,57,71,44,37,74,Commerce
75,71,67,46,34,80,Commerce
72,58,96,71,57,64,Commerce
58,80,54,66,67,76,Arts
45,42,48,30,47,31,Arts
82,94,43,69,35,50,Arts
73,62,57,85,99,74,Arts
59,60,52,89,38,58,Commerce
49,54,67,88,33,44,Commerce
99,41,48,61,61,32,Commerce
69,51,72,64,40,95,Commerce
33,39,45,67,53,30,Commerce
40,69,100,75,81,90,Arts
53,61,36,45,100,85,Commerce
36,80,61,35,78,59,Arts
83,71,52,58,45,75,Arts
97,39,60,73,90,65,Arts
65,85,70,78,38,66,Commerce
49,38,98,90,48,96,Commerce
31,36,62,40,70,93,Arts
83,93,30,45,81,39,Arts
51,84,93,42,65,48,Arts
42,57,88,64,83,40,Arts
89,62,83,59,75,66,Arts
56,43,31,57,84,45,Commerce
84,33,91,86,38,68,Commerce
85,78,91,39,46,72,Commerce
57,62,83,55,66,93,Commerce
48,78,89,45,80,40,Arts
96,81,39,63,70,80,Commerce
40,100,55,32,77,44,Commerce
80,86,84,31,81,99,Commerce
69,99,94,53,46,81,Arts
57,63,61,66,81,97,Commerce
96,92,47,33,33,40,Commerce
61,79,84,96,62,54,Arts
92,34,84,92,43,31,Arts
89,60,94,65,91,67,Arts
73,73,48,85,97,48,Arts
46,78,76,100,80,33,Commerce
92,78,100,66,33,64,Engineering
85,44,62,45,69,53,Commerce
64,52,82,96,38,47,Commerce
95,36,75,75,38,74,Commerce
65,58,54,82,41,40,Commerce
44,100,85,90,73,66,Medical
52,35,81,39,92,70,Arts
49,96,38,62,86,56,Commerce
97,59,30,67,99,79,Commerce
90,100,99,51,62,54,Engineering
47,46,53,48,74,72,Arts
71,83,67,56,34,61,Commerce
53,87,71,85,96,87,Arts
98,60,54,68,62,31,Arts
46,33,42,69,43,55,Commerce
31,53,70,59,96,71,Arts
47,70,72,94,80,83,Arts
47,98,55,78,38,89,Arts
39,41,37,60,71,60,Commerce
48,62,94,30,40,74,Commerce
49,72,37,88,90,98,Commerce
70,99,98,30,86,62,Arts
78,52,97,39,69,95,Commerce
60,42,90,65,90,44,Commerce
87,80,44,59,35,46,Arts
72,52,91,77,92,84,Commerce
44,59,51,74,64,59,Arts
31,67,43,61,70,34,Commerce
93,56,81,92,75,80,Commerce
51,30,52,74,61,70,Commerce
32,60,34,50,54,66,Arts
44,94,84,70,31,71,Arts
65,46,83,73,85,83,Arts
31,53,73,50,80,86,Arts
57,67,38,76,80,68,Arts
89,83,52,60,51,75,Arts
38,58,63,91,55,51,Arts
98,93,52,39,57,49,Engineering
41,42,56,57,40,72,Commerce
45,58,33,88,83,91,Arts
89,82,58,82,91,83,Commerce
66,37,43,86,73,68,Commerce
87,44,46,46,74,36,Commerce
41,100,72,67,37,77,Arts
92,45,46,92,58,56,Arts
84,70,88,37,65,71,Arts
73,52,95,35,54,75,Commerce
44,83,36,69,91,93,Arts
43,77,50,88,48,89,Commerce
74,66,64,99,96,48,Arts
38,36,48,80,45,56,Arts
43,57,64,77,79,60,Commerce
60,80,89,94,49,57,Arts
98,54,57,49,81,71,Commerce
95,64,55,51,89,59,Arts
72,70,45,46,43,52,Arts
86,86,80,76,91,64,Arts
55,54,58,96,85,72,Arts
45,97,35,72,55,99,Commerce
58,42,53,84,39,100,Commerce
54,71,86,93,94,57,Arts
52,89,39,41,51,47,Arts
57,55,94,82,36,65,Arts
75,33,70,33,63,94,Commerce
55,75,73,82,62,31,Commerce
67,56,78,71,98,43,Arts
50,57,47,81,86,95,Commerce
32,77,86,98,61,72,Arts
51,49,75,37,76,80,Commerce
43,30,83,49,69,98,Arts
86,95,75,61,100,97,Engineering
76,61,30,100,34,97,Commerce
84,93,52,97,54,82,Commerce
89,96,61,39,87,34,Commerce
35,38,57,58,75,97,Arts
74,78,35,91,51,94,Commerce
44,34,97,36,48,32,Arts
71,46,57,55,52,34,Commerce
72,84,50,81,36,40,Commerce
47,41,95,38,91,94,Commerce
78,98,72,68,36,83,Commerce
84,73,32,47,100,84,Commerce
73,69,90,42,88,65,Arts
74,40,48,72,79,38,Commerce
62,69,45,66,34,96,Commerce
74,76,57,98,88,83,Commerce
42,58,33,75,54,44,Arts
63,57,31,59,79,77,Commerce
31,80,67,55,70,91,Commerce
83,75,44,99,48,96,Commerce
83,38,86,64,36,85,Commerce
99,72,87,42,57,45,Engineering
58,55,80,49,62,73,Arts
67,45,81,58,92,69,Commerce
48,56,81,35,35,40,Commerce
99,65,37,37,38,76,Commerce
37,100,42,56,99,44,Commerce
34,88,40,53,58,69,Arts
91,74,31,73,68,36,Commerce
88,36,88,86,85,58,Arts
67,77,58,34,79,51,Arts
87,39,81,87,50,43,Arts
90,43,51,62,85,32,Commerce
75,56,88,45,31,77,Arts
84,58,95,31,36,84,Commerce
58,55,83,58,40,71,Arts
43,39,32,55,73,35,Commerce
67,93,42,96,98,79,Arts
77,49,76,100,95,51,Arts
44,33,37,76,96,36,Commerce
60,91,79,76,89,86,Arts
57,83,33,90,95,38,Commerce
40,47,34,100,32,68,Commerce
91,62,97,36,35,34,Engineering
61,99,44,58,34,85,Commerce
100,92,100,45,96,74,Engineering
94,41,53,35,45,78,Commerce
85,70,99,40,84,64,Arts
86,48,98,66,33,43,Commerce
69,37,65,40,72,63,Arts
80,75,90,64,46,39,Arts
47,72,33,78,78,65,Commerce
31,87,32,86,56,88,Arts
65,58,80,36,38,33,Arts
91,74,76,40,81,72,Arts
60,42,98,45,50,97,Commerce
100,34,100,79,89,63,Arts
55,54,39,78,33,75,Arts
42,45,98,30,81,65,Arts
79,96,39,30,49,62,Arts
59,60,92,73,86,66,Arts
47,46,98,55,50,91,Arts
44,70,36,96,92,59,Commerce
61,57,91,68,90,66,Arts
65,85,71,86,60,48,Arts
52,60,64,84,41,87,Arts
47,85,44,50,89,97,Commerce
72,63,64,33,97,73,Arts
38,94,61,34,39,37,Commerce
56,73,68,84,85,82,Arts
98,80,39,99,50,86,Commerce
84,60,92,56,100,67,Arts
72,96,38,41,72,97,Commerce
87,92,98,54,33,94,Engineering
52,67,96,68,52,87,Arts
55,68,72,86,70,42,Commerce
38,52,62,86,55,76,Arts
97,45,41,59,97,100,Commerce
57,76,30,62,68,73,Arts
46,34,31,32,57,93,Arts
92,51,53,65,74,31,Commerce
95,48,30,30,79,59,Arts
95,42,85,38,31,75,Commerce
75,30,91,98,82,46,Arts
93,89,31,41,86,78,Commerce
67,30,57,39,39,62,Arts
39,49,58,46,92,80,Commerce
66,60,96,65,97,79,Arts
46,73,91,79,96,71,Arts
36,64,84,87,84,53,Commerce
78,53,32,64,79,98,Commerce
91,54,82,93,49,95,Commerce
66,61,59,77,89,43,Arts
37,48,35,63,63,47,Commerce
62,68,69,71,79,93,Commerce
90,30,57,84,95,81,Commerce
95,83,76,43,64,47,Engineering
30,100,78,37,56,46,Arts
36,35,94,55,74,45,Commerce
40,39,31,52,32,96,Arts
77,54,53,82,42,61,Arts
84,100,80,63,85,68,Engineering
46,60,55,79,82,49,Commerce
45,66,71,38,37,50,Arts
90,44,92,70,69,78,Commerce
93,38,73,67,60,97,Commerce
53,49,95,62,56,84,Commerce
74,75,70,51,30,61,Commerce
71,73,30,52,59,94,Commerce
47,81,91,44,52,82,Arts
68,58,33,39,96,69,Commerce
54,44,98,91,37,53,Arts
86,35,81,72,40,64,Arts
77,97,34,86,57,68,Commerce
87,48,39,72,33,44,Commerce
31,66,42,67,59,70,Arts
63,63,89,77,82,88,Arts
69,56,78,51,47,100,Commerce
41,85,60,86,69,81,Arts
69,54,83,66,68,46,Commerce
91,66,61,82,43,48,Commerce
36,39,80,53,65,96,Commerce
69,45,86,51,42,98,Commerce
96,77,37,79,92,48,Arts
41,39,35,88,98,73,Commerce
44,35,60,92,67,32,Arts
59,37,40,92,41,71,Commerce
44,38,100,81,43,63,Arts
91,80,89,63,66,47,Engineering
37,57,96,71,86,66,Commerce
61,73,56,34,47,92,Commerce
59,51,65,71,59,42,Arts
58,48,84,34,40,56,Arts
40,67,41,62,33,79,Arts
55,35,79,56,74,68,Commerce
58,43,86,53,79,53,Commerce
69,74,44,83,97,65,Arts
35,30,77,86,31,33,Commerce
42,32,86,62,50,65,Commerce
38,65,88,98,65,81,Arts
71,46,80,48,78,40,Commerce
53,87,40,68,76,90,Arts
100,55,83,46,85,62,Arts
54,96,30,40,51,63,Commerce
61,95,30,97,37,52,Arts
85,37,72,79,57,90,Commerce
66,66,67,70,93,99,Commerce
34,100,64,72,62,67,Commerce
45,75,50,73,36,35,Arts
72,54,75,46,40,73,Arts
71,57,76,85,55,53,Commerce
54,40,54,91,66,54,Arts
34,93,37,93,59,87,Arts
33,82,76,35,75,66,Commerce
73,42,94,78,32,98,Commerce
43,31,86,99,87,82,Arts
82,85,92,40,53,77,Engineering
59,84,86,41,70,97,Commerce
93,91,79,33,36,92,Engineering
99,91,64,44,33,88,Engineering
68,88,89,100,86,83,Medical
64,50,45,75,100,84,Commerce
69,94,91,58,57,69,Arts
40,78,85,40,82,77,Commerce
69,53,39,91,94,42,Arts
88,50,35,42,42,38,Commerce
91,78,41,66,53,68,Commerce
39,82,77,47,57,62,Commerce
39,91,70,52,48,41,Arts
62,44,75,80,62,61,Arts
52,74,100,92,80,82,Arts
74,94,36,50,66,81,Commerce
78,73,81,54,75,97,Commerce
75,68,39,53,82,32,Arts
38,94,54,77,91,50,Arts
43,81,82,49,46,42,Commerce
71,81,84,63,78,45,Arts
76,45,88,86,85,72,Arts
48,54,88,70,38,65,Commerce
93,68,100,54,69,92,Engineering
46,48,39,99,31,62,Commerce
30,54,91,49,73,65,Commerce
83,55,92,74,32,42,Commerce
83,86,50,100,55,79,Commerce
46,89,47,36,71,42,Commerce
37,33,66,90,35,74,Arts
77,70,78,43,74,46,Arts
91,75,92,87,67,50,Engineering
43,53,69,32,89,95,Commerce
54,84,63,40,96,32,Commerce
61,82,42,97,32,49,Commerce
72,38,75,38,74,95,Commerce
65,66,73,91,30,56,Arts
40,40,78,33,32,84,Commerce
100,40,33,54,45,92,Commerce
91,50,41,87,66,48,Commerce
79,87,68,99,35,70,Arts
69,97,38,95,58,72,Arts
34,76,32,66,39,96,Arts
88,92,94,78,51,43,Engineering
72,92,88,33,70,38,Arts
37,55,41,55,62,46,Arts
57,63,61,35,54,55,Arts
44,77,72,77,87,85,Arts
48,85,85,31,96,47,Arts
69,83,30,90,71,58,Commerce
88,84,66,94,91,56,Arts
35,32,70,35,42,75,Commerce
31,65,88,77,88,68,Arts
66,70,88,94,54,59,Arts
39,48,82,86,70,89,Arts
85,64,67,90,76,94,Commerce
83,51,67,85,41,70,Arts
34,68,77,75,72,40,Commerce
67,81,35,30,75,77,Arts
32,73,98,55,87,49,Commerce
47,83,80,75,81,56,Arts
92,69,90,60,89,90,Engineering
39,45,50,46,35,60,Commerce
68,31,87,32,45,94,Commerce
47,46,89,56,97,95,Arts
98,49,34,42,96,50,Arts
45,58,39,30,73,48,Arts
78,82,64,89,35,96,Commerce
47,45,72,36,31,48,Commerce
89,79,68,79,80,50,Arts
40,34,48,30,89,71,Arts
38,67,75,60,52,98,Arts
95,49,99,37,83,84,Commerce
66,59,41,55,77,92,Commerce
40,81,89,89,54,82,Arts
40,90,35,86,56,75,Commerce
99,65,53,68,83,89,Commerce
57,53,47,85,45,93,Commerce
42,90,33,97,40,47,Arts
53,97,94,71,100,56,Arts
85,57,97,94,83,57,Arts
61,42,54,66,58,52,Arts
41,96,86,46,75,96,Arts
91,56,47,60,86,54,Commerce
96,89,41,71,33,34,Arts
94,41,56,63,44,61,Arts
34,94,47,52,87,41,Commerce
94,68,30,45,38,92,Commerce
71,59,30,69,54,49,Commerce
90,71,98,97,67,51,Engineering
69,56,87,64,50,90,Commerce
95,53,56,53,66,32,Commerce
69,65,39,53,63,30,Commerce
48,51,78,32,62,40,Arts
62,65,89,81,45,37,Arts
37,82,88,78,52,52,Commerce
87,89,74,51,78,66,Arts
75,83,86,90,66,73,Arts
81,69,52,53,80,93,Commerce
64,91,86,80,87,49,Arts
48,58,77,34,87,60,Commerce
89,81,82,90,38,39,Engineering
32,96,85,73,49,98,Arts
83,61,76,62,97,65,Arts
76,80,69,72,46,46,Commerce
88,73,65,89,30,91,Commerce
70,87,97,96,44,86,Medical
58,85,49,58,47,59,Arts
61,68,96,59,76,94,Commerce
84,55,62,95,43,55,Arts
78,77,51,61,35,63,Arts
65,38,56,47,39,59,Commerce
93,79,32,48,67,30,Arts
70,40,77,39,47,39,Arts
61,90,38,98,81,60,Arts
52,93,96,90,55,38,Medical
53,96,87,34,73,76,Commerce
99,74,51,32,93,43,Arts
36,30,77,63,36,83,Arts
88,50,78,32,65,67,Arts
72,90,51,44,48,49,Commerce
32,90,32,69,36,71,Arts
90,42,95,86,99,98,Commerce
56,52,97,34,89,32,Commerce
82,85,40,96,42,87,Commerce
92,64,76,48,64,85,Commerce
98,59,78,68,68,86,Commerce
87,59,90,58,48,67,Arts
46,79,90,58,81,60,Arts
46,96,55,74,86,57,Arts
97,75,100,43,77,65,Engineering
96,36,57,73,94,49,Arts
88,53,37,77,94,52,Commerce
59,37,84,99,30,92,Commerce
75,39,48,83,39,94,Commerce
75,82,42,56,84,86,Commerce
100,37,88,60,89,52,Arts
67,35,95,46,88,95,Commerce
68,37,39,65,52,67,Arts
71,84,89,98,47,34,Medical
79,67,33,50,97,77,Commerce
83,39,79,48,53,53,Arts
76,100,90,59,71,47,Engineering
62,79,92,91,58,43,Arts
83,86,93,92,43,82,Engineering
82,75,64,38,99,56,Arts
47,80,74,74,73,51,Commerce
58,30,30,77,42,94,Commerce
54,94,59,93,97,40,Arts
87,75,52,78,81,55,Arts
69,88,93,95,68,93,Medical
42,30,73,39,35,32,Commerce
67,92,80,64,31,43,Commerce
31,88,81,79,52,31,Arts
64,38,54,34,47,44,Arts
36,62,56,76,49,94,Arts
44,68,31,41,87,82,Commerce
46,36,58,37,45,47,Commerce
90,67,55,77,68,99,Commerce
97,79,60,89,30,94,Commerce
85,40,78,77,69,75,Arts
91,70,73,46,93,64,Arts
55,44,45,95,57,91,Arts
55,33,30,69,84,78,Commerce
40,47,49,74,59,85,Arts
31,71,81,85,36,75,Commerce
47,44,38,66,68,91,Commerce
53,32,77,53,56,47,Arts
62,90,31,31,71,98,Commerce
95,78,62,91,79,94,Commerce
52,92,66,82,41,96,Commerce
77,54,52,45,83,73,Commerce
43,84,58,62,95,31,Arts
92,86,73,93,39,51,Engineering
54,61,99,67,56,72,Commerce
42,39,62,58,32,59,Arts
100,64,89,93,72,79,Engineering
93,49,64,47,74,84,Commerce
77,70,55,98,96,35,Arts
69,91,36,72,39,33,Commerce
73,87,42,53,31,79,Commerce
75,44,46,68,94,37,Arts
91,98,84,65,80,45,Engineering
56,82,84,43,33,61,Arts
61,34,46,34,39,73,Arts
48,68,85,53,34,98,Commerce
59,30,70,61,84,47,Commerce
76,50,34,64,37,43,Arts
79,56,68,58,41,98,Commerce
100,97,100,62,40,61,Engineering
87,86,52,64,37,68,Commerce
36,89,31,37,66,51,Commerce
85,80,42,94,55,65,Arts
66,74,90,79,68,54,Arts
85,69,92,59,71,98,Commerce
74,54,63,69,83,98,Commerce
32,40,69,80,73,64,Commerce
100,63,32,62,51,89,Commerce
65,59,96,40,100,49,Commerce
37,86,86,57,57,31,Commerce
50,59,55,64,36,33,Arts
54,49,76,41,88,71,Arts
43,41,71,53,50,95,Arts
61,72,54,40,47,35,Arts
58,39,58,55,95,50,Arts
49,66,44,94,58,38,Arts
33,82,67,77,43,63,Commerce
97,44,87,43,59,82,Commerce
100,31,63,30,43,70,Commerce
71,39,49,39,69,80,Commerce
36,53,49,86,59,55,Commerce
97,65,100,77,42,41,Engineering
61,100,75,74,46,82,Arts
85,32,80,96,70,90,Commerce
47,73,66,70,100,95,Arts
53,83,81,66,46,54,Arts
71,38,54,31,83,36,Commerce
66,85,97,62,33,43,Arts
32,39,39,80,91,82,Commerce
47,48,81,64,65,63,Commerce
39,45,40,46,50,60,Arts
41,73,59,66,38,32,Commerce
67,51,66,72,40,35,Arts
42,58,59,90,55,69,Commerce
90,92,47,31,61,77,Commerce
91,35,30,97,74,42,Arts
40,59,94,49,80,86,Arts
41,58,90,62,84,45,Arts
81,60,86,89,34,69,Commerce
67,38,53,74,78,73,Commerce
73,88,92,40,43,36,Commerce
95,46,66,67,90,77,Commerce
41,97,65,31,46,58,Arts
49,39,89,78,90,96,Commerce
60,36,86,85,58,81,Commerce
37,43,90,42,34,76,Commerce
89,73,73,96,69,96,Commerce
51,97,52,57,66,76,Arts
81,56,47,41,43,97,Commerce
99,39,34,31,95,66,Commerce
81,41,86,100,36,79,Arts
71,98,31,80,36,55,Commerce
65,55,84,55,80,64,Arts
56,44,73,66,91,57,Arts
58,70,47,81,91,40,Arts
63,99,53,44,100,77,Arts
96,53,31,70,74,36,Arts
55,89,63,85,87,31,Commerce
88,89,43,51,100,42,Commerce
32,73,68,100,46,83,Commerce
31,83,67,58,64,98,Commerce
56,69,90,72,35,75,Commerce
83,64,43,72,39,72,Arts
100,48,38,49,96,55,Commerce
48,62,65,45,64,93,Commerce
66,55,94,37,68,52,Arts
86,78,80,67,66,90,Commerce
92,97,69,38,47,58,Engineering
79,30,49,88,87,53,Commerce
46,49,47,33,85,67,Arts
87,59,86,87,89,86,Commerce
87,41,42,36,63,57,Commerce
45,94,33,65,34,82,Arts
42,33,46,44,35,77,Arts
33,62,34,65,59,87,Arts
99,79,36,72,69,44,Commerce
64,48,44,86,62,50,Arts
79,57,49,95,69,40,Commerce
40,47,57,94,100,53,Arts
91,63,40,97,87,76,Commerce
38,98,41,100,36,76,Arts
37,89,88,88,62,71,Arts
41,38,51,43,74,36,Commerce
56,44,44,72,38,92,Commerce
73,64,98,100,69,40,Medical
73,63,63,90,87,39,Arts
98,64,94,75,36,57,Engineering
38,73,60,48,81,48,Commerce
43,69,92,51,86,84,Arts
64,34,49,96,77,63,Commerce
41,34,83,95,47,65,Commerce
91,80,62,58,51,97,Commerce
32,50,78,38,34,62,Commerce
73,57,82,71,56,73,Arts
50,96,80,95,34,62,Medical
85,69,88,91,52,35,Arts
61,65,51,40,49,93,Commerce
37,97,53,44,65,54,Commerce
96,30,63,90,73,39,Arts
83,35,35,80,71,66,Commerce
76,48,86,70,89,57,Arts
51,73,86,59,46,84,Arts
30,98,42,95,96,81,Arts
67,50,30,41,34,73,Commerce
48,77,73,83,34,71,Commerce
39,98,61,91,72,36,Arts
43,47,39,64,41,56,Commerce
67,83,97,60,63,72,Arts
51,86,70,57,88,35,Arts
76,55,52,40,82,42,Commerce
100,70,84,82,95,34,Engineering
53,82,79,78,52,86,Arts
90,83,68,94,69,36,Arts
35,48,32,37,78,98,Arts
74,54,41,49,36,94,Commerce
95,32,90,68,53,99,Commerce
79,49,64,73,34,83,Commerce
98,60,96,92,86,79,Engineering
44,84,56,48,78,91,Arts
95,68,38,92,64,78,Commerce
34,98,37,53,63,94,Commerce
61,90,84,40,67,65,Commerce
92,88,54,45,73,69,Arts
74,61,78,71,38,66,Arts
45,79,76,32,85,70,Commerce
84,65,30,70,35,37,Arts
43,91,65,39,72,66,Arts
65,40,78,73,89,53,Arts
74,69,75,66,66,36,Arts
77,50,87,51,50,77,Commerce
95,49,66,90,36,70,Arts
72,69,59,82,36,65,Commerce
84,45,92,78,45,37,Commerce
78,50,72,99,92,99,Commerce
37,82,91,91,94,76,Arts
30,92,79,32,50,95,Arts
100,92,47,99,74,42,Arts
65,83,47,46,33,78,Commerce
98,91,33,86,61,85,Commerce
79,32,41,74,49,75,Commerce
67,31,31,70,54,96,Commerce
45,45,100,59,82,77,Commerce
80,95,77,75,64,41,Arts
92,50,77,39,62,41,Arts
54,32,87,94,75,38,Arts
59,57,86,54,46,71,Commerce
51,51,32,100,74,82,Arts
85,75,87,77,31,60,Arts
52,79,42,82,73,81,Commerce
54,40,82,65,75,70,Arts
50,66,73,75,51,55,Commerce
60,50,80,69,37,81,Commerce
86,63,50,92,93,63,Arts
36,53,60,69,40,80,Commerce
87,39,81,83,46,73,Commerce
47,68,82,100,33,42,Commerce
58,78,96,80,32,59,Commerce
89,58,38,82,93,75,Arts
41,81,74,34,31,95,Arts
96,82,92,37,89,95,Engineering
80,91,51,79,92,64,Arts
59,67,75,73,58,44,Commerce
38,62,96,80,97,62,Arts
47,78,82,68,77,37,Commerce
83,78,60,45,45,87,Commerce
30,97,84,49,91,47,Arts
87,89,62,42,39,41,Arts
66,68,73,60,36,48,Arts
43,80,36,59,45,99,Commerce
85,34,33,96,43,35,Arts
78,40,57,56,40,36,Commerce
55,71,40,53,80,66,Arts
60,50,96,82,90,30,Commerce
48,98,47,46,68,99,Commerce
64,56,68,79,41,42,Arts
84,78,92,59,74,49,Arts
44,99,93,70,52,97,Arts
72,68,69,100,82,32,Arts
62,54,97,80,54,42,Commerce
72,100,61,61,31,79,Arts
48,74,36,88,94,87,Arts
35,53,66,50,91,81,Commerce
79,100,63,40,100,94,Commerce
44,94,39,83,53,35,Arts
76,96,75,75,63,59,Arts
77,100,45,94,100,92,Commerce
37,98,99,54,72,64,Arts
43,98,68,30,67,92,Arts
42,47,33,100,64,94,Arts
